time	V(msg)	V(x)-V(a)
6.729068245326698e-001	5.000000e+000	-1.161363e-001
6.729074174456080e-001	5.000000e+000	-1.161344e-001
6.729080103585461e-001	5.000000e+000	-1.161325e-001
6.729086032714842e-001	5.000000e+000	-1.161306e-001
6.729091961844222e-001	5.000000e+000	-1.161287e-001
6.729097890973604e-001	5.000000e+000	-1.161269e-001
6.729103820102985e-001	5.000000e+000	-1.161250e-001
6.729106261509236e-001	5.000000e+000	-1.161243e-001
6.729111144321736e-001	5.000000e+000	-1.161227e-001
6.729120948093708e-001	5.000000e+000	-1.161196e-001
6.729121482151325e-001	5.000000e+000	-1.161194e-001
6.729122092502887e-001	5.000000e+000	-1.161192e-001
6.729123313206012e-001	5.000000e+000	-1.161188e-001
6.729126364963826e-001	5.000000e+000	-1.161178e-001
6.729127585666950e-001	5.000000e+000	-1.161175e-001
6.729130027073200e-001	5.000000e+000	-1.161167e-001
6.729130103367146e-001	5.000000e+000	-1.161166e-001
6.729130255955036e-001	5.000000e+000	-1.161166e-001
6.729130561130817e-001	5.000000e+000	-1.161165e-001
6.729130637424763e-001	5.000000e+000	-1.161165e-001
6.729130790012653e-001	5.000000e+000	-1.161165e-001
6.729131095188434e-001	5.000000e+000	-1.161164e-001
6.729131171482380e-001	5.000000e+000	-1.161163e-001
6.729131190555866e-001	5.000000e+000	-1.161163e-001
6.729131228702838e-001	5.000000e+000	-1.161163e-001
6.729131304996784e-001	5.000000e+000	-1.161163e-001
6.729131314276342e-001	5.000000e+000	-1.161163e-001
6.729131316596232e-001	5.000000e+000	-1.161163e-001
6.729131321236012e-001	5.000000e+000	-1.161163e-001
6.729131322756177e-001	5.000000e+000	-1.161163e-001
6.729131325796508e-001	5.000000e+000	-1.161163e-001
6.729131328916121e-001	5.000000e+000	-1.161597e-001
6.729131335155349e-001	5.000000e+000	-1.163625e-001
6.729131342035736e-001	5.000000e+000	-1.165034e-001
6.729131352243004e-001	5.000000e+000	-1.164495e-001
6.729131362827526e-001	5.000000e+000	-1.163177e-001
6.729131373074709e-001	5.000000e+000	-1.162287e-001
6.729131382122668e-001	5.000000e+000	-1.161803e-001
6.729131393012297e-001	5.000000e+000	-1.161472e-001
6.729131406361804e-001	5.000000e+000	-1.161272e-001
6.729131433060817e-001	5.000000e+000	-1.161128e-001
6.729131471008817e-001	5.000000e+000	-1.161079e-001
6.729131536710481e-001	5.000000e+000	-1.161076e-001
6.729131645000762e-001	5.000000e+000	-1.161087e-001
6.729131829468679e-001	5.000000e+000	-1.161110e-001
6.729132075816022e-001	5.000000e+000	-1.161137e-001
6.729132355310828e-001	5.000000e+000	-1.161153e-001
6.729132687408033e-001	5.000000e+000	-1.161155e-001
6.729133351602442e-001	5.000000e+000	-1.161150e-001
6.729134679991262e-001	5.000000e+000	-1.161138e-001
6.729137336768900e-001	5.000000e+000	-1.161115e-001
6.729141477247161e-001	5.000000e+000	-1.161081e-001
6.729147318965552e-001	5.000000e+000	-1.161035e-001
6.729158734508342e-001	5.000000e+000	-1.160942e-001
6.729181565593921e-001	5.000000e+000	-1.160757e-001
6.730844973257617e-001	5.000000e+000	-1.147109e-001
6.732508380921312e-001	5.000000e+000	-1.133210e-001
6.734171788585007e-001	5.000000e+000	-1.119061e-001
6.735835196248702e-001	5.000000e+000	-1.104661e-001
6.737498603912397e-001	5.000000e+000	-1.090012e-001
6.739162011576092e-001	5.000000e+000	-1.075112e-001
6.740825419239788e-001	5.000000e+000	-1.059961e-001
6.750825419239788e-001	5.000000e+000	-9.674847e-002
6.750825419240952e-001	5.000000e+000	-9.674847e-002
6.750825419243280e-001	5.000000e+000	-9.674847e-002
6.750825419247937e-001	5.000000e+000	-9.674847e-002
6.750825419257250e-001	5.000000e+000	-9.674847e-002
6.750825419275877e-001	5.000000e+000	-9.674847e-002
6.750825419313129e-001	5.000000e+000	-9.674847e-002
6.750825419387635e-001	5.000000e+000	-9.674847e-002
6.750825419536647e-001	5.000000e+000	-9.674847e-002
6.750825419834670e-001	5.000000e+000	-9.674835e-002
6.750825420430716e-001	5.000000e+000	-9.674835e-002
6.750825421622809e-001	5.000000e+000	-9.674835e-002
6.750825424006995e-001	5.000000e+000	-9.674835e-002
6.750825428775367e-001	5.000000e+000	-9.674835e-002
6.750825438312110e-001	5.000000e+000	-9.674829e-002
6.750825495532569e-001	5.000000e+000	-9.674829e-002
6.750825724414404e-001	5.000000e+000	-9.674805e-002
6.750826029590186e-001	5.000000e+000	-9.674788e-002
6.750826639941748e-001	5.000000e+000	-9.674734e-002
6.750827860644874e-001	5.000000e+000	-9.674615e-002
6.750830302051124e-001	5.000000e+000	-9.674382e-002
6.750835184863624e-001	5.000000e+000	-9.673899e-002
6.750844950488624e-001	5.000000e+000	-9.672964e-002
6.752075419238623e-001	5.000000e+000	-9.553200e-002
6.753325419238624e-001	5.000000e+000	-9.430385e-002
6.755825419238624e-001	5.000000e+000	-9.183168e-002
6.755825419241944e-001	5.000000e+000	-9.183168e-002
6.755825419245739e-001	5.000000e+000	-9.183168e-002
6.755825419253329e-001	5.000000e+000	-9.183168e-002
6.755825419268509e-001	5.000000e+000	-9.183168e-002
6.755825419298868e-001	5.000000e+000	-9.183168e-002
6.755825419359587e-001	5.000000e+000	-9.183168e-002
6.755825419723900e-001	5.000000e+000	-9.183168e-002
6.755825420209651e-001	5.000000e+000	-9.183168e-002
6.755825421181154e-001	5.000000e+000	-9.183168e-002
6.755825563020488e-001	5.000000e+000	-9.183150e-002
6.755825704859823e-001	5.000000e+000	-9.183133e-002
6.755825846699156e-001	5.000000e+000	-9.183117e-002
6.755825988538491e-001	5.000000e+000	-9.183101e-002
6.755826130377824e-001	5.000000e+000	-9.183087e-002
6.755826272217159e-001	5.000000e+000	-9.183074e-002
6.755826414056493e-001	5.000000e+000	-9.183061e-002
6.755827408874836e-001	5.000000e+000	-9.182966e-002
6.755829398511523e-001	5.000000e+000	-9.182769e-002
6.755833377784896e-001	5.000000e+000	-9.182364e-002
6.755841336331643e-001	5.000000e+000	-9.181565e-002
6.755857253425136e-001	5.000000e+000	-9.179980e-002
6.755889087612123e-001	5.000000e+000	-9.176815e-002
6.755898325210890e-001	5.000000e+000	-9.175951e-002
6.755907562809657e-001	5.000000e+000	-9.175067e-002
6.755916800408424e-001	5.000000e+000	-9.174163e-002
6.755926038007190e-001	5.000000e+000	-9.173239e-002
6.755935275605957e-001	5.000000e+000	-9.172295e-002
6.755944513204724e-001	5.000000e+000	-9.171331e-002
6.755953750803491e-001	5.000000e+000	-9.170347e-002
6.755954745621834e-001	5.000000e+000	-9.170252e-002
6.755956735258522e-001	5.000000e+000	-9.170055e-002
6.755960714531895e-001	5.000000e+000	-9.169656e-002
6.755968673078641e-001	5.000000e+000	-9.168857e-002
6.755984590172135e-001	5.000000e+000	-9.167266e-002
6.755986597118860e-001	5.000000e+000	-9.167075e-002
6.755990611012311e-001	5.000000e+000	-9.166670e-002
6.755990736446482e-001	5.000000e+000	-9.166658e-002
6.755990987314823e-001	5.000000e+000	-9.166628e-002
6.755991489051504e-001	5.000000e+000	-9.166574e-002
6.755991614485675e-001	5.000000e+000	-9.166574e-002
6.755991865354015e-001	5.000000e+000	-9.166551e-002
6.755991928071100e-001	5.000000e+000	-9.166533e-002
6.755992053505271e-001	5.000000e+000	-9.166521e-002
6.755992084863813e-001	5.000000e+000	-9.166527e-002
6.755992147580898e-001	5.000000e+000	-9.166515e-002
6.755992163260169e-001	5.000000e+000	-9.166509e-002
6.755992194618712e-001	5.000000e+000	-9.166515e-002
6.755992257335797e-001	5.000000e+000	-9.166503e-002
6.755992268727538e-001	5.000000e+000	-9.166503e-002
6.755992291511018e-001	5.000000e+000	-9.166497e-002
6.755992297934986e-001	5.000000e+000	-9.166497e-002
6.755992299391180e-001	5.000000e+000	-9.166497e-002
6.755992301446564e-001	5.000000e+000	-9.166497e-002
6.755992304358953e-001	5.000000e+000	-9.166616e-002
6.755992310183733e-001	5.000000e+000	-9.167320e-002
6.755992317271343e-001	5.000000e+000	-9.168601e-002
6.755992323833354e-001	5.000000e+000	-9.169996e-002
6.755992330367218e-001	5.000000e+000	-9.171277e-002
6.755992337895294e-001	5.000000e+000	-9.172153e-002
6.755992350052976e-001	5.000000e+000	-9.172624e-002
6.755992360117168e-001	5.000000e+000	-9.172624e-002
6.755992370695807e-001	5.000000e+000	-9.172434e-002
6.755992384018487e-001	5.000000e+000	-9.172124e-002
6.755992410663846e-001	5.000000e+000	-9.171492e-002
6.755992460529642e-001	5.000000e+000	-9.170425e-002
6.755992535718610e-001	5.000000e+000	-9.169120e-002
6.755992660573190e-001	5.000000e+000	-9.167737e-002
6.755992910282350e-001	5.000000e+000	-9.166527e-002
6.755993229087756e-001	5.000000e+000	-9.166193e-002
6.755993584703118e-001	5.000000e+000	-9.166259e-002
6.755993983390566e-001	5.000000e+000	-9.166259e-002
6.755994780765463e-001	5.000000e+000	-9.166121e-002
6.755996375515255e-001	5.000000e+000	-9.165859e-002
6.755999565014840e-001	5.000000e+000	-9.165359e-002
6.756004857907575e-001	5.000000e+000	-9.164506e-002
6.756012943692868e-001	5.000000e+000	-9.163207e-002
6.756029115263454e-001	5.000000e+000	-9.160614e-002
6.756061458404628e-001	5.000000e+000	-9.155440e-002
6.756126144686974e-001	5.000000e+000	-9.145081e-002
6.759901904074961e-001	5.000000e+000	-8.548407e-002
6.763677663462948e-001	5.000000e+000	-7.971958e-002
6.767453422850935e-001	5.000000e+000	-7.415731e-002
6.771229182238924e-001	5.000000e+000	-6.879729e-002
6.775004941626911e-001	5.000000e+000	-6.363950e-002
6.778780701014898e-001	5.000000e+000	-5.868395e-002
6.782556460402885e-001	5.000000e+000	-5.393064e-002
6.792556460402885e-001	5.000000e+000	-4.272151e-002
6.802556460402885e-001	5.000000e+000	-3.365064e-002
6.812556460402885e-001	5.000000e+000	-2.690196e-002
6.822556460402885e-001	5.000000e+000	-2.257085e-002
6.832556460402885e-001	5.000000e+000	-2.066463e-002
6.842556460402886e-001	5.000000e+000	-2.110606e-002
6.852556460402886e-001	5.000000e+000	-2.374154e-002
6.862556460402886e-001	5.000000e+000	-2.798694e-002
6.863806460402886e-001	5.000000e+000	-2.865958e-002
6.866306460402886e-001	5.000000e+000	-3.015733e-002
6.866430956526601e-001	5.000000e+000	-3.023487e-002
6.866432059848521e-001	5.000000e+000	-3.023559e-002
6.866433700412905e-001	5.000000e+000	-3.023660e-002
6.866433750893586e-001	5.000000e+000	-3.023666e-002
6.866433851854948e-001	5.000000e+000	-3.023666e-002
6.866434053777673e-001	5.000000e+000	-3.023684e-002
6.866434457623121e-001	5.000000e+000	-3.023708e-002
6.866435115292381e-001	5.000000e+000	-3.023750e-002
6.866435745522440e-001	5.000000e+000	-3.023785e-002
6.866435780647437e-001	5.000000e+000	-3.023791e-002
6.866435850897432e-001	5.000000e+000	-3.023791e-002
6.866435991397420e-001	5.000000e+000	-3.023803e-002
6.866436150176178e-001	5.000000e+000	-3.023815e-002
6.866436189870867e-001	5.000000e+000	-3.023815e-002
6.866436199085706e-001	5.000000e+000	-3.023815e-002
6.866436208300544e-001	5.000000e+000	-3.023814e-002
6.866436217515383e-001	5.000000e+000	-3.023815e-002
6.866436226730222e-001	5.000000e+000	-3.023816e-002
6.866436235945060e-001	5.000000e+000	-3.023817e-002
6.866436245159898e-001	5.000000e+000	-3.023819e-002
6.866436254374737e-001	5.000000e+000	-3.023821e-002
6.866436259336574e-001	5.000000e+000	-3.023821e-002
6.866436266855656e-001	5.000000e+000	-3.023821e-002
6.866436281893820e-001	5.000000e+000	-3.023821e-002
6.866436311970147e-001	5.000000e+000	-3.023827e-002
6.866436372122803e-001	5.000000e+000	-3.023827e-002
6.866436492428113e-001	5.000000e+000	-3.023839e-002
6.866436733038734e-001	5.000000e+000	-3.023851e-002
6.866437214259977e-001	5.000000e+000	-3.023881e-002
6.866437891608459e-001	5.000000e+000	-3.023922e-002
6.866438753906515e-001	5.000000e+000	-3.023976e-002
6.866439962632566e-001	5.000000e+000	-3.024054e-002
6.866441897200549e-001	5.000000e+000	-3.024173e-002
6.866445766336515e-001	5.000000e+000	-3.024417e-002
6.866452726275019e-001	5.000000e+000	-3.024846e-002
6.866460405820801e-001	5.000000e+000	-3.025329e-002
6.866471563787097e-001	5.000000e+000	-3.026026e-002
6.866577386800356e-001	5.000000e+000	-3.032666e-002
6.866940208560101e-001	5.000000e+000	-3.055573e-002
6.867423970906427e-001	5.000000e+000	-3.086519e-002
6.868391495599079e-001	5.000000e+000	-3.149164e-002
6.868633376772242e-001	5.000000e+000	-3.165007e-002
6.868640935558904e-001	5.000000e+000	-3.165501e-002
6.868979368421061e-001	5.000000e+000	-3.187919e-002
6.868979486527103e-001	5.000000e+000	-3.187919e-002
6.868979722739186e-001	5.000000e+000	-3.187943e-002
6.868980195163352e-001	5.000000e+000	-3.187972e-002
6.868980993818145e-001	5.000000e+000	-3.188020e-002
6.868981120363650e-001	5.000000e+000	-3.188032e-002
6.868981373454660e-001	5.000000e+000	-3.188050e-002
6.868981879636681e-001	5.000000e+000	-3.188080e-002
6.868982393619080e-001	5.000000e+000	-3.188115e-002
6.868982896530811e-001	5.000000e+000	-3.188151e-002
6.868982902376954e-001	5.000000e+000	-3.188151e-002
6.868982909453882e-001	5.000000e+000	-3.188145e-002
6.868982923607738e-001	5.000000e+000	-3.188151e-002
6.868982951915450e-001	5.000000e+000	-3.188151e-002
6.868983008530872e-001	5.000000e+000	-3.188157e-002
6.868983121761718e-001	5.000000e+000	-3.188169e-002
6.868983348223409e-001	5.000000e+000	-3.188175e-002
6.868983801146790e-001	5.000000e+000	-3.188211e-002
6.868984448273205e-001	5.000000e+000	-3.188252e-002
6.868985289746503e-001	5.000000e+000	-3.188312e-002
6.868986455195228e-001	5.000000e+000	-3.188384e-002
6.868988274452247e-001	5.000000e+000	-3.188509e-002
6.868991912966285e-001	5.000000e+000	-3.188747e-002
6.868998860870117e-001	5.000000e+000	-3.189206e-002
6.869006296251098e-001	5.000000e+000	-3.189707e-002
6.869017305983730e-001	5.000000e+000	-3.190440e-002
6.869060381031518e-001	5.000000e+000	-3.193301e-002
6.869232681222669e-001	5.000000e+000	-3.204811e-002
6.869921881987274e-001	5.000000e+000	-3.251392e-002
6.872678685045695e-001	5.000000e+000	-3.446209e-002
6.876354422456921e-001	5.000000e+000	-3.725177e-002
6.883705897279374e-001	5.000000e+000	-4.329896e-002
6.893705897279374e-001	5.000000e+000	-5.221909e-002
6.903705897279374e-001	5.000000e+000	-6.172478e-002
6.913705897279374e-001	5.000000e+000	-7.154793e-002
6.923705897279374e-001	5.000000e+000	-8.136147e-002
6.933705897279374e-001	5.000000e+000	-9.086370e-002
6.943705897279374e-001	5.000000e+000	-9.978604e-002
6.953705897279374e-001	5.000000e+000	-1.078973e-001
6.963705897279374e-001	5.000000e+000	-1.150069e-001
6.973705897279374e-001	5.000000e+000	-1.209648e-001
6.983705897279374e-001	5.000000e+000	-1.256617e-001
6.993705897279374e-001	5.000000e+000	-1.290253e-001
7.003705897279374e-001	5.000000e+000	-1.310181e-001
7.013705897279374e-001	5.000000e+000	-1.316330e-001
7.023705897279374e-001	5.000000e+000	-1.308889e-001
7.033705897279374e-001	5.000000e+000	-1.291425e-001
7.033705897280539e-001	5.000000e+000	-1.291425e-001
7.033705897282867e-001	5.000000e+000	-1.291425e-001
7.033705897287523e-001	5.000000e+000	-1.291425e-001
7.033705897296837e-001	5.000000e+000	-1.291425e-001
7.033705897315463e-001	5.000000e+000	-1.291425e-001
7.033705897352716e-001	5.000000e+000	-1.291425e-001
7.033705897427222e-001	5.000000e+000	-1.291425e-001
7.033705897576233e-001	5.000000e+000	-1.291425e-001
7.033705897874257e-001	5.000000e+000	-1.291425e-001
7.033705898470303e-001	5.000000e+000	-1.291425e-001
7.033705899662396e-001	5.000000e+000	-1.291425e-001
7.033705902046582e-001	5.000000e+000	-1.291425e-001
7.033705906814953e-001	5.000000e+000	-1.291425e-001
7.033706602997204e-001	5.000000e+000	-1.291423e-001
7.033707299179456e-001	5.000000e+000	-1.291421e-001
7.033707995361707e-001	5.000000e+000	-1.291420e-001
7.033708691543957e-001	5.000000e+000	-1.291418e-001
7.033709387726208e-001	5.000000e+000	-1.291416e-001
7.033710083908460e-001	5.000000e+000	-1.291414e-001
7.033710780090711e-001	5.000000e+000	-1.291412e-001
7.033862147351552e-001	5.000000e+000	-1.290998e-001
7.033862148703300e-001	5.000000e+000	-1.290998e-001
7.033862150055048e-001	5.000000e+000	-1.290998e-001
7.033862151406797e-001	5.000000e+000	-1.290998e-001
7.033862152758544e-001	5.000000e+000	-1.290998e-001
7.033862154110293e-001	5.000000e+000	-1.290998e-001
7.033862155462041e-001	5.000000e+000	-1.290998e-001
7.033862156813789e-001	5.000000e+000	-1.290998e-001
7.034016756635849e-001	5.000000e+000	-1.290572e-001
7.034018551319996e-001	5.000000e+000	-1.290567e-001
7.034020957909526e-001	5.000000e+000	-1.290560e-001
7.034021033115450e-001	5.000000e+000	-1.290560e-001
7.034021183527295e-001	5.000000e+000	-1.290559e-001
7.034021484350986e-001	5.000000e+000	-1.290559e-001
7.034022085998369e-001	5.000000e+000	-1.290557e-001
7.034022840068707e-001	5.000000e+000	-1.290555e-001
7.034022932137628e-001	5.000000e+000	-1.290555e-001
7.034023116275471e-001	5.000000e+000	-1.290554e-001
7.034023401201781e-001	5.000000e+000	-1.290554e-001
7.034023674026257e-001	5.000000e+000	-1.290553e-001
7.034023710467080e-001	5.000000e+000	-1.290553e-001
7.034023783348726e-001	5.000000e+000	-1.290552e-001
7.034023801569138e-001	5.000000e+000	-1.290553e-001
7.034023838009961e-001	5.000000e+000	-1.290552e-001
7.034023913169157e-001	5.000000e+000	-1.290552e-001
7.034023917724260e-001	5.000000e+000	-1.290552e-001
7.034023923169158e-001	5.000000e+000	-1.290552e-001
7.034023930446709e-001	5.000000e+000	-1.290552e-001
7.034023933169158e-001	5.000000e+000	-1.290626e-001
7.034023938614055e-001	5.000000e+000	-1.290966e-001
7.034023945891607e-001	5.000000e+000	-1.291238e-001
7.034023960446709e-001	5.000000e+000	-1.291161e-001
7.034023974836040e-001	5.000000e+000	-1.291021e-001
7.034023999810503e-001	5.000000e+000	-1.290946e-001
7.034024049759429e-001	5.000000e+000	-1.290859e-001
7.034024101228507e-001	5.000000e+000	-1.290788e-001
7.034024204166663e-001	5.000000e+000	-1.290684e-001
7.034024368891779e-001	5.000000e+000	-1.290593e-001
7.034024680852402e-001	5.000000e+000	-1.290541e-001
7.034025304773650e-001	5.000000e+000	-1.290538e-001
7.034026105055531e-001	5.000000e+000	-1.290539e-001
7.034027246434843e-001	5.000000e+000	-1.290529e-001
7.034028792309011e-001	5.000000e+000	-1.290518e-001
7.034031884057347e-001	5.000000e+000	-1.290496e-001
7.034037434556328e-001	5.000000e+000	-1.290455e-001
7.034044945262006e-001	5.000000e+000	-1.290402e-001
7.034054482062671e-001	5.000000e+000	-1.290332e-001
7.034067874476890e-001	5.000000e+000	-1.290236e-001
7.034273307044252e-001	5.000000e+000	-1.288748e-001
7.034478739611615e-001	5.000000e+000	-1.287260e-001
7.034684172178977e-001	5.000000e+000	-1.285771e-001
7.034889604746338e-001	5.000000e+000	-1.284281e-001
7.035095037313700e-001	5.000000e+000	-1.282790e-001
7.035300469881063e-001	5.000000e+000	-1.281298e-001
7.035505902448425e-001	5.000000e+000	-1.279804e-001
7.039888463885483e-001	5.000000e+000	-1.247720e-001
7.045731879134893e-001	5.000000e+000	-1.204404e-001
7.055731879134893e-001	5.000000e+000	-1.129400e-001
7.065731879134893e-001	5.000000e+000	-1.053620e-001
7.075731879134893e-001	5.000000e+000	-9.773663e-002
7.075731879136058e-001	5.000000e+000	-9.773663e-002
7.075731879138386e-001	5.000000e+000	-9.773663e-002
7.075731879143042e-001	5.000000e+000	-9.773663e-002
7.075731879152356e-001	5.000000e+000	-9.773663e-002
7.075731879170982e-001	5.000000e+000	-9.773663e-002
7.075731879208236e-001	5.000000e+000	-9.773666e-002
7.075731879282741e-001	5.000000e+000	-9.773666e-002
7.075731879431753e-001	5.000000e+000	-9.773666e-002
7.075731879729776e-001	5.000000e+000	-9.773669e-002
7.075731880325823e-001	5.000000e+000	-9.773669e-002
7.075731881517915e-001	5.000000e+000	-9.773672e-002
7.075731883902101e-001	5.000000e+000	-9.773672e-002
7.075731888670472e-001	5.000000e+000	-9.773672e-002
7.075731898207216e-001	5.000000e+000	-9.773672e-002
7.075731955427674e-001	5.000000e+000	-9.773669e-002
7.075732489485292e-001	5.000000e+000	-9.773642e-002
7.075733099836854e-001	5.000000e+000	-9.773594e-002
7.075734320539979e-001	5.000000e+000	-9.773499e-002
7.075736761946230e-001	5.000000e+000	-9.773311e-002
7.076981879133729e-001	5.000000e+000	-9.678048e-002
7.078231879134020e-001	5.000000e+000	-9.582412e-002
7.078231879138095e-001	5.000000e+000	-9.582412e-002
7.078231879142751e-001	5.000000e+000	-9.582412e-002
7.078231879152065e-001	5.000000e+000	-9.582412e-002
7.078231879170691e-001	5.000000e+000	-9.582412e-002
7.078231879282451e-001	5.000000e+000	-9.582412e-002
7.078231879729485e-001	5.000000e+000	-9.582412e-002
7.078231880325532e-001	5.000000e+000	-9.582412e-002
7.078231881517624e-001	5.000000e+000	-9.582409e-002
7.078232229949347e-001	5.000000e+000	-9.582383e-002
7.078232578381071e-001	5.000000e+000	-9.582356e-002
7.078232926812794e-001	5.000000e+000	-9.582330e-002
7.078233275244518e-001	5.000000e+000	-9.582304e-002
7.078233623676241e-001	5.000000e+000	-9.582277e-002
7.078233972107965e-001	5.000000e+000	-9.582251e-002
7.078234320539688e-001	5.000000e+000	-9.582224e-002
7.078389341100209e-001	5.000000e+000	-9.570363e-002
7.078389795563976e-001	5.000000e+000	-9.570327e-002
7.078390704491511e-001	5.000000e+000	-9.570256e-002
7.078391787403825e-001	5.000000e+000	-9.570175e-002
7.078392787866886e-001	5.000000e+000	-9.570098e-002
7.078392875551912e-001	5.000000e+000	-9.570092e-002
7.078393050921963e-001	5.000000e+000	-9.570080e-002
7.078393401662066e-001	5.000000e+000	-9.570053e-002
7.078393731510572e-001	5.000000e+000	-9.570026e-002
7.078394073108811e-001	5.000000e+000	-9.570003e-002
7.078394079314252e-001	5.000000e+000	-9.570000e-002
7.078394091725133e-001	5.000000e+000	-9.570000e-002
7.078394094827853e-001	5.000000e+000	-9.569997e-002
7.078394101033295e-001	5.000000e+000	-9.569997e-002
7.078394107930575e-001	5.000000e+000	-9.570000e-002
7.078394111033295e-001	5.000000e+000	-9.569988e-002
7.078394117238736e-001	5.000000e+000	-9.570023e-002
7.078394124136015e-001	5.000000e+000	-9.570262e-002
7.078394131149012e-001	5.000000e+000	-9.570646e-002
7.078394137843781e-001	5.000000e+000	-9.571192e-002
7.078394145620549e-001	5.000000e+000	-9.572104e-002
7.078394158353455e-001	5.000000e+000	-9.573469e-002
7.078394178664674e-001	5.000000e+000	-9.574530e-002
7.078394214247746e-001	5.000000e+000	-9.574607e-002
7.078394278709058e-001	5.000000e+000	-9.573549e-002
7.078394392900216e-001	5.000000e+000	-9.571955e-002
7.078394603732133e-001	5.000000e+000	-9.570518e-002
7.078395025395966e-001	5.000000e+000	-9.569791e-002
7.078395757673850e-001	5.000000e+000	-9.569755e-002
7.078396605816785e-001	5.000000e+000	-9.569713e-002
7.078397879815724e-001	5.000000e+000	-9.569541e-002
7.078399719647613e-001	5.000000e+000	-9.569317e-002
7.078403399311390e-001	5.000000e+000	-9.568849e-002
7.078410432917750e-001	5.000000e+000	-9.567973e-002
7.078418006660946e-001	5.000000e+000	-9.567028e-002
7.078429218179778e-001	5.000000e+000	-9.565631e-002
7.078443954890390e-001	5.000000e+000	-9.563789e-002
7.078650268838966e-001	5.000000e+000	-9.538046e-002
7.079357630948370e-001	5.000000e+000	-9.450182e-002
7.082187079385982e-001	5.000000e+000	-9.104797e-002
7.085959677302798e-001	5.000000e+000	-8.659488e-002
7.093504873136431e-001	5.000000e+000	-7.811803e-002
7.103504873136431e-001	5.000000e+000	-6.765059e-002
7.113504873136431e-001	5.000000e+000	-5.809632e-002
7.123504873136431e-001	5.000000e+000	-4.949909e-002
7.133504873136431e-001	5.000000e+000	-4.183415e-002
7.143504873136432e-001	5.000000e+000	-3.507087e-002
7.153504873136432e-001	5.000000e+000	-2.917516e-002
7.163504873136432e-001	5.000000e+000	-2.411130e-002
7.173504873136432e-001	5.000000e+000	-1.984361e-002
7.183504873136432e-001	5.000000e+000	-1.633739e-002
7.193504873136432e-001	5.000000e+000	-1.355997e-002
7.203504873136432e-001	5.000000e+000	-1.148126e-002
7.213504873136432e-001	5.000000e+000	-1.007420e-002
7.223504873136432e-001	5.000000e+000	-9.315252e-003
7.233504873136432e-001	5.000000e+000	-9.184122e-003
7.243504873136432e-001	5.000000e+000	-9.663790e-003
7.253504873136432e-001	5.000000e+000	-1.074019e-002
7.263504873136432e-001	5.000000e+000	-1.240194e-002
7.273504873136432e-001	5.000000e+000	-1.463982e-002
7.283504873136432e-001	5.000000e+000	-1.744643e-002
7.293504873136432e-001	5.000000e+000	-2.081513e-002
7.303504873136432e-001	5.000000e+000	-2.473927e-002
7.313504873136432e-001	5.000000e+000	-2.921128e-002
7.323504873136432e-001	5.000000e+000	-3.422111e-002
7.333504873136432e-001	5.000000e+000	-3.964645e-002
7.334754873136431e-001	5.000000e+000	-4.036373e-002
7.337254873136432e-001	5.000000e+000	-4.184195e-002
7.337264638761432e-001	5.000000e+000	-4.184777e-002
7.337284170011431e-001	5.000000e+000	-4.185948e-002
7.337303406976948e-001	5.000000e+000	-4.187101e-002
7.337328500772147e-001	5.000000e+000	-4.188603e-002
7.337393659027101e-001	5.000000e+000	-4.192504e-002
7.337472437333938e-001	5.000000e+000	-4.197231e-002
7.337629993947612e-001	5.000000e+000	-4.206690e-002
7.337945182398667e-001	5.000000e+000	-4.225639e-002
7.337946536425416e-001	5.000000e+000	-4.225721e-002
7.337947890452163e-001	5.000000e+000	-4.225802e-002
7.337949244478912e-001	5.000000e+000	-4.225884e-002
7.337950598505659e-001	5.000000e+000	-4.225965e-002
7.337951952532408e-001	5.000000e+000	-4.226046e-002
7.337953306559155e-001	5.000000e+000	-4.226127e-002
7.337954660585904e-001	5.000000e+000	-4.226208e-002
7.337964289220555e-001	5.000000e+000	-4.226789e-002
7.337967178738974e-001	5.000000e+000	-4.226964e-002
7.337970068257393e-001	5.000000e+000	-4.227139e-002
7.337972957775812e-001	5.000000e+000	-4.227313e-002
7.337975847294230e-001	5.000000e+000	-4.227487e-002
7.337978736812649e-001	5.000000e+000	-4.227660e-002
7.337981626331068e-001	5.000000e+000	-4.227833e-002
7.337984515849487e-001	5.000000e+000	-4.228005e-002
7.337985549833090e-001	5.000000e+000	-4.228067e-002
7.337987642034286e-001	5.000000e+000	-4.228196e-002
7.337987738970249e-001	5.000000e+000	-4.228199e-002
7.337987868218199e-001	5.000000e+000	-4.228207e-002
7.337988126714099e-001	5.000000e+000	-4.228222e-002
7.337988643705901e-001	5.000000e+000	-4.228255e-002
7.337989677689503e-001	5.000000e+000	-4.228318e-002
7.337989936185404e-001	5.000000e+000	-4.228333e-002
7.337990453177206e-001	5.000000e+000	-4.228362e-002
7.337990469333199e-001	5.000000e+000	-4.228362e-002
7.337990501645186e-001	5.000000e+000	-4.228365e-002
7.337990566269161e-001	5.000000e+000	-4.228371e-002
7.337990695517112e-001	5.000000e+000	-4.228377e-002
7.337990954013013e-001	5.000000e+000	-4.228395e-002
7.337990962091009e-001	5.000000e+000	-4.228392e-002
7.337990978247003e-001	5.000000e+000	-4.228392e-002
7.337991010558991e-001	5.000000e+000	-4.228398e-002
7.337991075182966e-001	5.000000e+000	-4.228401e-002
