time	V(x)
4.841653279976018e+000	6.015602e-001
4.842653279976019e+000	6.556348e-001
4.843653279976018e+000	7.148557e-001
4.844653279976019e+000	7.796231e-001
4.845653279976019e+000	8.502541e-001
4.846653279976018e+000	9.269409e-001
4.847653279976019e+000	1.009694e+000
4.848653279976018e+000	1.098270e+000
4.849653279976018e+000	1.192090e+000
4.850653279976019e+000	1.290144e+000
4.851653279976018e+000	1.390895e+000
4.852653279976019e+000	1.492264e+000
4.853582361125532e+000	1.584699e+000
4.854452481814909e+000	1.667263e+000
4.855290787833147e+000	1.740577e+000
4.856125295511472e+000	1.804824e+000
4.856986789685985e+000	1.859028e+000
4.857934118844441e+000	1.901775e+000
4.858882696878760e+000	1.924231e+000
4.859851032245121e+000	1.925635e+000
4.860508059120768e+000	1.912833e+000
4.861077502953481e+000	1.891150e+000
4.861633004731205e+000	1.861391e+000
4.862180711133569e+000	1.824173e+000
4.862767054809896e+000	1.776510e+000
4.863305605449798e+000	1.726161e+000
4.863853824728248e+000	1.668936e+000
4.864385523548388e+000	1.608575e+000
4.864880131020285e+000	1.548514e+000
4.865471268964091e+000	1.472810e+000
4.866106702339851e+000	1.388722e+000
4.866136892006704e+000	1.384611e+000
4.866167081673558e+000	1.380495e+000
4.866197271340411e+000	1.376372e+000
4.866227461007265e+000	1.372245e+000
4.866257650674118e+000	1.368112e+000
4.866287840340972e+000	1.363974e+000
4.866318030007825e+000	1.359830e+000
4.866388757223825e+000	1.350101e+000
4.866530211655824e+000	1.330562e+000
4.866813120519824e+000	1.291279e+000
4.867179810414911e+000	1.240108e+000
4.867564343209615e+000	1.186288e+000
4.867975752962749e+000	1.128750e+000
4.868394838434611e+000	1.070432e+000
4.868827663305145e+000	1.010768e+000
4.869268079856755e+000	9.508877e-001
4.869719605013402e+000	8.905966e-001
4.870180253915492e+000	8.304456e-001
4.870654013192575e+000	7.702081e-001
4.871142794282320e+000	7.099555e-001
4.871647585308627e+000	6.498954e-001
4.872170166095368e+000	5.901583e-001
4.872712816068482e+000	5.308446e-001
4.873278683670918e+000	4.719994e-001
4.873872105663629e+000	4.136050e-001
4.874499317511711e+000	3.555511e-001
4.875170237965228e+000	2.975443e-001
4.875902225897071e+000	2.389461e-001
4.876733354229875e+000	1.777254e-001
4.877502100732412e+000	1.257369e-001
4.878183234961143e+000	8.333015e-002
4.878776167495581e+000	4.902761e-002
4.879280028397905e+000	2.134964e-002
4.879307515464764e+000	1.990366e-002
4.879344164887243e+000	1.799336e-002
4.879417463732201e+000	1.420179e-002
4.879564061422117e+000	6.673795e-003
4.879581341456976e+000	5.795374e-003
4.879604381503455e+000	4.628902e-003
4.879656902001563e+000	1.977149e-003
4.879669782811862e+000	1.329841e-003
4.879729212389437e+000	-1.646798e-003
4.879788641967011e+000	-4.600222e-003
4.879848071544585e+000	-7.530432e-003
4.879907501122160e+000	-1.043743e-002
4.879966930699735e+000	-1.332121e-002
4.880026360277308e+000	-1.618178e-002
4.880085789854883e+000	-1.901914e-002
4.880454183991541e+000	-3.618778e-002
4.881061444960502e+000	-6.321611e-002
4.881702728025374e+000	-9.013295e-002
4.882482883756008e+000	-1.208118e-001
4.883282707244652e+000	-1.503317e-001
4.884104239203671e+000	-1.789204e-001
4.884935393044599e+000	-2.064488e-001
4.885819477829493e+000	-2.346384e-001
4.886749741380603e+000	-2.635912e-001
4.887724587583668e+000	-2.936798e-001
4.888724587583667e+000	-3.248275e-001
4.889724587583667e+000	-3.568123e-001
4.890724587583667e+000	-3.901823e-001
4.891724587583667e+000	-4.254704e-001
4.892724587583667e+000	-4.631978e-001
4.893724587583667e+000	-5.038772e-001
4.894724587583667e+000	-5.480130e-001
4.895724587583668e+000	-5.960984e-001
4.896724587583667e+000	-6.486092e-001
4.897724587583667e+000	-7.059913e-001
4.898724587583667e+000	-7.686416e-001
4.899724587583667e+000	-8.368807e-001
4.900724587583667e+000	-9.109138e-001
4.901724587583667e+000	-9.907805e-001
4.902724587583667e+000	-1.076291e+000
4.903724587583668e+000	-1.166947e+000
4.904724587583667e+000	-1.261860e+000
4.905724587583667e+000	-1.359657e+000
4.906724587583667e+000	-1.458427e+000
4.907695726212583e+000	-1.553025e+000
4.908577073153194e+000	-1.635345e+000
4.909439550571261e+000	-1.710086e+000
4.910278809528905e+000	-1.774703e+000
4.911149646329234e+000	-1.830399e+000
4.912082287605524e+000	-1.874404e+000
4.913067162901806e+000	-1.900868e+000
4.914031680187075e+000	-1.906316e+000
4.914695325436950e+000	-1.896584e+000
4.915277080828703e+000	-1.877537e+000
4.915846527489363e+000	-1.850179e+000
4.916408129076815e+000	-1.815123e+000
4.917014749301785e+000	-1.769123e+000
4.917566442985476e+000	-1.720490e+000
4.918129191227950e+000	-1.664671e+000
4.918671791532272e+000	-1.605711e+000
4.919237950424008e+000	-1.539570e+000
4.919821999183011e+000	-1.467477e+000
4.920364288897188e+000	-1.398220e+000
4.920403284744261e+000	-1.393099e+000
4.920447851426631e+000	-1.387232e+000
4.920536984791371e+000	-1.375454e+000
4.920716762304149e+000	-1.351619e+000
4.920732058978975e+000	-1.349581e+000
4.920747355653799e+000	-1.347542e+000
4.920762652328625e+000	-1.345502e+000
4.920777949003449e+000	-1.343461e+000
4.920793245678275e+000	-1.341419e+000
4.920808542353099e+000	-1.339376e+000
4.920823839027925e+000	-1.337332e+000
4.920823840696028e+000	-1.337331e+000
4.920886309244164e+000	-1.328966e+000
4.920948777792299e+000	-1.320587e+000
4.921011246340435e+000	-1.312192e+000
4.921073714888570e+000	-1.303783e+000
4.921136183436706e+000	-1.295359e+000
4.921198651984842e+000	-1.286920e+000
4.921261120532978e+000	-1.278467e+000
4.921624475149776e+000	-1.229218e+000
4.921980039440799e+000	-1.180914e+000
4.922386455274061e+000	-1.125744e+000
4.922791557644778e+000	-1.071017e+000
4.923220061182504e+000	-1.013646e+000
4.923652469801794e+000	-9.565108e-001
4.924100221577937e+000	-8.983691e-001
4.924555339522470e+000	-8.405309e-001
4.925023923622253e+000	-7.824969e-001
4.925506847165118e+000	-7.244560e-001
4.926006349508834e+000	-6.664540e-001
4.926522964835431e+000	-6.087567e-001
4.927059524675367e+000	-5.513924e-001
4.927618198703155e+000	-4.944983e-001
4.928203486526440e+000	-4.380232e-001
4.928820309370813e+000	-3.819583e-001
4.929477742312370e+000	-3.260437e-001
4.930189196382067e+000	-2.698844e-001
4.930983470142591e+000	-2.123566e-001
4.931933763198814e+000	-1.495722e-001
4.932709494621998e+000	-1.028267e-001
4.933362422903954e+000	-6.673595e-002
4.933926834012569e+000	-3.772314e-002
4.934430338955902e+000	-1.310976e-002
4.934437324228430e+000	-1.277884e-002
4.934479235863595e+000	-1.082829e-002
4.934535118043815e+000	-8.245067e-003
4.934650821678824e+000	-2.926963e-003
4.934674457326236e+000	-1.851158e-003
4.934708258920350e+000	-3.160507e-004
4.934754721683387e+000	1.783750e-003
4.934801184446423e+000	3.870691e-003
4.934847647209460e+000	5.944773e-003
4.934894109972496e+000	8.005996e-003
4.934940572735533e+000	1.005436e-002
4.934987035498569e+000	1.208987e-002
4.935033498261606e+000	1.411251e-002
4.935326285149911e+000	2.658186e-002
4.935911858926520e+000	5.050561e-002
4.936508784539710e+000	7.358871e-002
4.937276102222392e+000	1.014429e-001
4.938049641235283e+000	1.278113e-001
4.938924784300205e+000	1.559047e-001
4.939804708348874e+000	1.827611e-001
4.940709076294083e+000	2.093190e-001
4.941616889902460e+000	2.353674e-001
4.942574057326525e+000	2.626526e-001
4.943552863467144e+000	2.908659e-001
4.944552863467143e+000	3.205231e-001
4.945552863467143e+000	3.515334e-001
4.946552863467144e+000	3.844126e-001
4.947552863467143e+000	4.196683e-001
4.948552863467143e+000	4.578075e-001
4.949552863467143e+000	4.993382e-001
4.950552863467143e+000	5.447694e-001
4.951552863467144e+000	5.946075e-001
4.952552863467143e+000	6.493479e-001
4.953552863467143e+000	7.094608e-001
4.954552863467144e+000	7.753685e-001
4.955552863467143e+000	8.474129e-001
4.956552863467143e+000	9.258103e-001
4.957552863467143e+000	1.010591e+000
4.958552863467143e+000	1.101525e+000
4.959552863467144e+000	1.198028e+000
4.960552863467143e+000	1.299062e+000
4.961552863467143e+000	1.403031e+000
4.962552863467144e+000	1.507770e+000
4.963464416372408e+000	1.601576e+000
4.964324367244108e+000	1.686089e+000
4.965145829328188e+000	1.760628e+000
4.965967427694666e+000	1.826439e+000
4.966810612615515e+000	1.881914e+000
4.967737813347177e+000	1.926104e+000
4.968667903311687e+000	1.950089e+000
4.969614176331115e+000	1.953003e+000
4.970257039498716e+000	1.941187e+000
4.970815749892269e+000	1.920240e+000
4.971360644937208e+000	1.891098e+000
4.971897078112765e+000	1.854407e+000
4.972473416958705e+000	1.806996e+000
4.972999706157987e+000	1.757005e+000
4.973534645699799e+000	1.700097e+000
4.974050303604920e+000	1.640191e+000
4.974585031536707e+000	1.573622e+000
4.975088986139443e+000	1.507424e+000
4.975635215290191e+000	1.433230e+000
4.975664377973754e+000	1.429157e+000
4.975693540657316e+000	1.425077e+000
4.975722703340879e+000	1.420992e+000
4.975751866024441e+000	1.416900e+000
4.975781028708004e+000	1.412803e+000
4.975810191391567e+000	1.408699e+000
4.975839354075130e+000	1.404590e+000
4.975867639475292e+000	1.400597e+000
4.975924210275616e+000	1.392594e+000
4.976037351876264e+000	1.376520e+000
4.976263635077561e+000	1.344165e+000
4.976658084173620e+000	1.287364e+000
4.977030176022185e+000	1.233478e+000
4.977455414668452e+000	1.171746e+000
4.977871489318307e+000	1.111485e+000
4.978309229636722e+000	1.048520e+000
4.978747093123247e+000	9.862553e-001
4.979198957528878e+000	9.230146e-001
4.979656116823687e+000	8.603176e-001
4.980126708750517e+000	7.973507e-001
4.980610405976337e+000	7.344819e-001
4.981109942783283e+000	6.716935e-001
4.981625596663106e+000	6.093001e-001
4.982160566594383e+000	5.472795e-001
4.982716798502837e+000	4.857961e-001
4.983298980182872e+000	4.247596e-001
4.983911784981889e+000	3.641683e-001
4.984564464847383e+000	3.036987e-001
4.985270412653698e+000	2.428953e-001
4.986060286245973e+000	1.800322e-001
4.986811840655433e+000	1.248835e-001
4.987474310154170e+000	7.994455e-002
4.988040951344668e+000	4.412691e-002
4.988542301275837e+000	1.397421e-002
4.988548365179335e+000	1.362063e-002
4.988584748600326e+000	1.153517e-002
4.988633259828314e+000	8.770763e-003
4.988734156127632e+000	3.049717e-003
4.988757399187690e+000	1.743189e-003
4.988835132964186e+000	-2.604062e-003
4.988912866740684e+000	-6.907128e-003
4.988990600517180e+000	-1.116601e-002
4.989068334293678e+000	-1.538070e-002
4.989146068070174e+000	-1.955121e-002
4.989223801846672e+000	-2.367754e-002
4.989301535623168e+000	-2.775968e-002
4.989797387571072e+000	-5.311576e-002
4.990405625614073e+000	-8.262490e-002
4.991126621058476e+000	-1.154714e-001
4.991879415953368e+000	-1.476106e-001
4.992640328352040e+000	-1.781182e-001
4.993435493810690e+000	-2.082335e-001
4.994295871832326e+000	-2.392657e-001
4.995205374676513e+000	-2.708333e-001
4.996169518402587e+000	-3.034725e-001
4.997169518402586e+000	-3.370361e-001
4.998169518402587e+000	-3.708532e-001
4.998398587202217e+000	-3.785974e-001
4.998627656001847e+000	-3.864247e-001
4.998856724801478e+000	-3.943352e-001
4.999085793601108e+000	-4.023288e-001
4.999314862400739e+000	-4.104055e-001
4.999543931200369e+000	-4.185654e-001
4.999773000000000e+000	-4.268084e-001
4.999781000000001e+000	-4.270981e-001
5.000000000000000e+000	-4.350725e-001
5.000000100000000e+000	-4.350761e-001
5.000000300609375e+000	-4.350835e-001
5.000000301304688e+000	-4.350835e-001
5.000000302695312e+000	-4.350836e-001
5.000000305476562e+000	-4.350837e-001
5.000001000000000e+000	-4.351091e-001
5.000284364663957e+000	-4.455496e-001
5.000567729327912e+000	-4.561805e-001
5.000851093991868e+000	-4.670020e-001
5.001134458655824e+000	-4.780141e-001
5.001417823319780e+000	-4.892166e-001
5.001701187983736e+000	-5.006096e-001
5.001984552647692e+000	-5.121932e-001
5.002835629536972e+000	-5.484921e-001
5.003835629536972e+000	-5.939629e-001
5.004835629536972e+000	-6.429258e-001
5.005835629536971e+000	-6.959132e-001
5.006835629536972e+000	-7.532976e-001
5.007835629536972e+000	-8.153802e-001
5.008835629536971e+000	-8.823634e-001
5.009835629536972e+000	-9.543126e-001
5.010835629536972e+000	-1.031109e+000
5.011835629536972e+000	-1.112396e+000
5.012835629536972e+000	-1.197507e+000
5.013835629536971e+000	-1.285410e+000
5.014835629536972e+000	-1.374637e+000
5.015835629536972e+000	-1.463279e+000
5.016800363982790e+000	-1.546070e+000
5.017708295196925e+000	-1.619171e+000
5.018604482180230e+000	-1.684232e+000
5.019504295530303e+000	-1.739814e+000
5.020460583692720e+000	-1.785449e+000
5.021460583692720e+000	-1.815961e+000
5.022460583692720e+000	-1.827516e+000
5.023281674540375e+000	-1.821596e+000
5.023938593443824e+000	-1.805533e+000
5.024552083008344e+000	-1.781324e+000
5.025155557570333e+000	-1.749275e+000
5.025815651097505e+000	-1.705902e+000
5.026410827666420e+000	-1.659885e+000
5.027021231182902e+000	-1.606335e+000
5.027608057923435e+000	-1.549629e+000
5.028224865717367e+000	-1.485308e+000
5.028862420574489e+000	-1.414747e+000
5.029613723162584e+000	-1.327980e+000
5.030147543073745e+000	-1.264818e+000
5.030177335511105e+000	-1.261233e+000
5.030207127948467e+000	-1.257647e+000
5.030236920385828e+000	-1.254058e+000
5.030266712823189e+000	-1.250467e+000
5.030296505260550e+000	-1.246874e+000
5.030326297697911e+000	-1.243280e+000
5.030356090135272e+000	-1.239683e+000
5.030401921477352e+000	-1.234145e+000
5.030468207157017e+000	-1.226131e+000
5.030507731971337e+000	-1.221348e+000
5.030547256785657e+000	-1.216563e+000
5.030586781599977e+000	-1.211776e+000
5.030626306414297e+000	-1.206987e+000
5.030665831228617e+000	-1.202196e+000
5.030705356042938e+000	-1.197403e+000
5.030744880857258e+000	-1.192608e+000
5.030904583276608e+000	-1.173232e+000
5.031223988115309e+000	-1.134497e+000
5.031533417012945e+000	-1.097058e+000
5.031906561175393e+000	-1.052131e+000
5.032280271243981e+000	-1.007505e+000
5.032686641741881e+000	-9.595438e-001
5.033098994056220e+000	-9.116189e-001
5.033531974712701e+000	-8.622513e-001
5.033973874901034e+000	-8.130089e-001
5.034432256122054e+000	-7.632821e-001
5.034902324619346e+000	-7.138347e-001
5.035392637700585e+000	-6.640304e-001
5.035899230794280e+000	-6.145566e-001
5.036427389267870e+000	-5.651938e-001
5.036976723779468e+000	-5.162972e-001
5.037552752573373e+000	-4.677230e-001
5.038158432321403e+000	-4.196164e-001
5.038802289747419e+000	-3.717667e-001
5.039493954091738e+000	-3.240490e-001
5.040254415438311e+000	-2.758439e-001
5.041123570608095e+000	-2.258832e-001
5.042123570608095e+000	-1.743279e-001
5.043081801016331e+000	-1.302936e-001
5.043958478052566e+000	-9.437055e-002
5.044761784703588e+000	-6.470195e-002
5.045417350849722e+000	-4.257556e-002
5.045972645585917e+000	-2.520944e-002
5.046457052322977e+000	-1.081692e-002
5.046487637162825e+000	-9.948292e-003
5.046522591265508e+000	-8.962148e-003
5.046592499470875e+000	-7.004281e-003
5.046737507942630e+000	-2.972410e-003
5.046768660308768e+000	-2.116965e-003
5.046815807085363e+000	-8.263903e-004
5.046829483367969e+000	-4.534413e-004
5.046843159650575e+000	-8.105420e-005
5.046856835933181e+000	2.907710e-004
5.046870512215787e+000	6.620344e-004
5.046884188498393e+000	1.032736e-003
5.046897864780999e+000	1.402875e-003
5.046911541063605e+000	1.772453e-003
5.046911584893984e+000	1.773637e-003
5.046962866436500e+000	3.153387e-003
5.047014147979017e+000	4.523915e-003
5.047065429521533e+000	5.885220e-003
5.047116711064050e+000	7.237302e-003
5.047167992606567e+000	8.580162e-003
5.047219274149083e+000	9.913798e-003
5.047270555691600e+000	1.123821e-002
5.047629614149972e+000	2.030708e-002
5.048221936826885e+000	3.464063e-002
5.048842886728461e+000	4.888771e-002
5.049602361769090e+000	6.534158e-002
5.050390155419332e+000	8.150692e-002
5.051303840116989e+000	9.937989e-002
5.052260595963313e+000	1.174547e-001
5.053260595963313e+000	1.360047e-001
5.054260595963313e+000	1.545870e-001
5.055260595963313e+000	1.735804e-001
5.056260595963313e+000	1.933613e-001
5.057260595963313e+000	2.143035e-001
5.058260595963313e+000	2.367449e-001
5.059183742218266e+000	2.591456e-001
5.060094873850387e+000	2.831956e-001
5.060993035932059e+000	3.090847e-001
5.061885183640134e+000	3.372680e-001
5.062769463994371e+000	3.679633e-001
5.063649144177120e+000	4.015787e-001
5.064524817007335e+000	4.384602e-001
5.065399241076527e+000	4.790835e-001
5.066274561523213e+000	5.239567e-001
5.067154200060963e+000	5.737270e-001
5.068042123440049e+000	6.291754e-001
5.068943958506738e+000	6.913256e-001
5.069867564970672e+000	7.615572e-001
5.070825126530625e+000	8.418617e-001
5.071825126530626e+000	9.341227e-001
5.072825126530625e+000	1.035115e+000
5.073825126530625e+000	1.144764e+000
5.074825126530626e+000	1.262400e+000
5.075825126530625e+000	1.386672e+000
5.076825126530626e+000	1.515366e+000
5.077634679581096e+000	1.620915e+000
5.078360566285556e+000	1.714676e+000
5.079068239279417e+000	1.803026e+000
5.079829376517384e+000	1.892391e+000
5.080541620245561e+000	1.968081e+000
5.081294782876692e+000	2.036646e+000
5.082066562390956e+000	2.091573e+000
5.082909918610159e+000	2.131209e+000
5.083701298892938e+000	2.147732e+000
5.084321717052528e+000	2.144686e+000
5.084834765472553e+000	2.130159e+000
5.085318783725788e+000	2.106530e+000
5.085789841189338e+000	2.074770e+000
5.086246798937141e+000	2.035859e+000
5.086736940164622e+000	1.986046e+000
5.087180439950473e+000	1.934264e+000
5.087625855759795e+000	1.876197e+000
5.088046351284417e+000	1.816445e+000
5.088467384575516e+000	1.752347e+000
5.088873203350463e+000	1.687807e+000
5.088891748061654e+000	1.684743e+000
5.088910292772844e+000	1.681673e+000
5.088928837484034e+000	1.678597e+000
5.088947382195225e+000	1.675516e+000
5.088965926906416e+000	1.672428e+000
5.088984471617605e+000	1.669335e+000
5.089003016328796e+000	1.666235e+000
5.089023169652609e+000	1.662859e+000
5.089063476300236e+000	1.656082e+000
5.089144089595490e+000	1.642435e+000
5.089305316185998e+000	1.614796e+000
5.089627769367014e+000	1.558513e+000
5.090066745363901e+000	1.480305e+000
5.090553569908711e+000	1.391965e+000
5.091008778206242e+000	1.308344e+000
5.091464697588505e+000	1.224176e+000
5.091908482956229e+000	1.142401e+000
5.092356149459294e+000	1.060544e+000
5.092803496195214e+000	9.798000e-001
5.093260167184408e+000	8.988394e-001
5.093725008976897e+000	8.182802e-001
5.094201510803170e+000	7.379295e-001
5.094689664603938e+000	6.582021e-001
5.095192340138624e+000	5.790457e-001
5.095710780191715e+000	5.006912e-001
5.096248095775917e+000	4.231121e-001
5.096806933787076e+000	3.463791e-001
5.097381670682925e+000	2.715964e-001
5.097938741682401e+000	2.033297e-001
5.098631854104332e+000	1.235696e-001
5.099222031078175e+000	5.895440e-002
5.099233368799744e+000	5.775725e-002
5.099301395129162e+000	5.072760e-002
5.099392096901719e+000	4.145525e-002
5.099573500446833e+000	2.307536e-002
5.099598007125898e+000	2.062343e-002
5.099630682697986e+000	1.737205e-002
5.099696033842161e+000	1.089193e-002
5.099706960379512e+000	9.812468e-003
5.099728813454216e+000	7.661858e-003
5.099775814973738e+000	3.046718e-003
5.099798882564556e+000	7.916740e-004
5.099861183946191e+000	-5.266744e-003
5.099923485327827e+000	-1.127472e-002
5.099985786709463e+000	-1.723225e-002
5.100048088091098e+000	-2.313934e-002
5.100110389472734e+000	-2.899599e-002
5.100172690854370e+000	-3.480220e-002
5.100234992236006e+000	-4.055796e-002
5.100656799610952e+000	-7.850392e-002
5.101287715959462e+000	-1.323491e-001
5.101976643333270e+000	-1.873092e-001
5.102759291888869e+000	-2.451571e-001
5.103564284632728e+000	-3.001021e-001
5.104445482679431e+000	-3.555803e-001
5.105372795091182e+000	-4.095520e-001
5.106372795091182e+000	-4.636362e-001
5.107372795091182e+000	-5.143736e-001
5.108372795091182e+000	-5.625557e-001
5.109372795091182e+000	-6.089740e-001
5.110372795091182e+000	-6.543302e-001
5.111372795091182e+000	-6.992354e-001
5.112372795091182e+000	-7.442100e-001
5.113372795091182e+000	-7.896811e-001
5.114372795091182e+000	-8.359796e-001
5.115372795091182e+000	-8.833351e-001
5.116372795091182e+000	-9.318688e-001
5.117372795091182e+000	-9.815847e-001
5.118372795091182e+000	-1.032360e+000
5.119372795091182e+000	-1.083934e+000
5.120372795091182e+000	-1.135901e+000
5.121372795091182e+000	-1.187700e+000
5.122372795091182e+000	-1.238615e+000
5.123372795091182e+000	-1.287783e+000
5.124372795091182e+000	-1.334206e+000
5.125372795091182e+000	-1.376783e+000
5.126372795091182e+000	-1.414348e+000
5.127372795091182e+000	-1.445731e+000
5.128372795091182e+000	-1.469817e+000
5.129372795091182e+000	-1.485627e+000
5.130372795091182e+000	-1.492383e+000
5.131372795091182e+000	-1.489582e+000
5.132372795091182e+000	-1.477034e+000
5.133372795091182e+000	-1.454898e+000
5.134372795091182e+000	-1.423810e+000
5.135304228266216e+000	-1.387378e+000
5.136228564744940e+000	-1.344845e+000
5.137147579653786e+000	-1.297327e+000
5.138114460514843e+000	-1.242957e+000
5.139114460514843e+000	-1.183463e+000
5.140114460514843e+000	-1.122014e+000
5.141114460514843e+000	-1.059933e+000
5.142114460514843e+000	-9.983829e-001
5.142975170854920e+000	-9.466403e-001
5.143770674742743e+000	-9.005216e-001
5.144634690517719e+000	-8.526586e-001
5.145417160918060e+000	-8.116422e-001
5.146228697385618e+000	-7.717860e-001
5.147030764504531e+000	-7.352402e-001
5.147875617051498e+000	-6.999833e-001
5.148752877350721e+000	-6.669879e-001
5.149702977376313e+000	-6.354554e-001
5.150702977376313e+000	-6.068921e-001
5.151702977376313e+000	-5.830689e-001
5.152702977376313e+000	-5.639746e-001
5.153702977376313e+000	-5.495132e-001
5.154702977376314e+000	-5.395781e-001
5.155702977376313e+000	-5.340636e-001
5.156702977376313e+000	-5.328742e-001
5.157702977376313e+000	-5.359314e-001
5.158702977376313e+000	-5.431790e-001
5.159702977376313e+000	-5.545865e-001
5.160702977376313e+000	-5.701510e-001
5.161702977376313e+000	-5.898968e-001
5.162702977376314e+000	-6.138737e-001
5.163702977376313e+000	-6.421538e-001
5.164702977376313e+000	-6.748248e-001
5.165702977376313e+000	-7.119818e-001
5.166702977376313e+000	-7.537158e-001
5.167702977376314e+000	-8.000976e-001
5.168702977376313e+000	-8.511582e-001
5.169702977376313e+000	-9.068636e-001
5.170702977376314e+000	-9.670838e-001
5.171702977376313e+000	-1.031557e+000
5.172702977376313e+000	-1.099848e+000
5.173702977376313e+000	-1.171303e+000
5.174702977376313e+000	-1.245007e+000
5.175702977376314e+000	-1.319742e+000
5.176702977376313e+000	-1.393965e+000
5.177702977376313e+000	-1.465801e+000
5.178702977376314e+000	-1.533129e+000
5.179676473106315e+000	-1.591974e+000
5.180670057296444e+000	-1.642731e+000
5.181670057296445e+000	-1.682007e+000
5.182670057296445e+000	-1.707192e+000
5.183670057296444e+000	-1.716483e+000
5.184670057296445e+000	-1.709756e+000
5.185435322011514e+000	-1.693040e+000
5.186122778341839e+000	-1.668674e+000
5.186797183549319e+000	-1.636717e+000
5.187532399814679e+000	-1.593932e+000
5.188203792257281e+000	-1.548249e+000
5.188898153795784e+000	-1.494943e+000
5.189576615554252e+000	-1.437865e+000
5.190306566949160e+000	-1.371951e+000
5.191093912968486e+000	-1.297005e+000
5.192064928420948e+000	-1.201458e+000
5.192547876126255e+000	-1.153139e+000
5.192948976731590e+000	-1.112770e+000
5.193300946860271e+000	-1.077400e+000
5.193630965198945e+000	-1.044384e+000
5.193951221614643e+000	-1.012489e+000
5.194008340585972e+000	-1.006838e+000
5.194073619410348e+000	-1.000394e+000
5.194207854369376e+000	-9.871652e-001
5.194242162321275e+000	-9.837943e-001
5.194276470273175e+000	-9.804282e-001
5.194310778225074e+000	-9.770668e-001
5.194345086176972e+000	-9.737101e-001
5.194379394128871e+000	-9.703583e-001
5.194413702080771e+000	-9.670111e-001
5.194448010032670e+000	-9.636687e-001
5.194634088744625e+000	-9.456285e-001
5.194926199405670e+000	-9.175604e-001
5.195217602518053e+000	-8.898997e-001
5.195526670154814e+000	-8.610054e-001
5.195859818696007e+000	-8.304029e-001
5.196213097882058e+000	-7.986066e-001
5.196584704453880e+000	-7.659349e-001
5.196972668761869e+000	-7.327170e-001
5.197376337742425e+000	-6.991648e-001
5.197795024626804e+000	-6.654924e-001
5.198229055338242e+000	-6.318344e-001
5.198681917995824e+000	-5.980965e-001
5.199152266958153e+000	-5.645658e-001
5.199642336081204e+000	-5.312762e-001
5.200152602092612e+000	-4.983989e-001
5.200686093718101e+000	-4.659576e-001
5.201245336968774e+000	-4.340583e-001
5.201854163586993e+000	-4.017706e-001
5.202560434805228e+000	-3.673470e-001
5.203351481032165e+000	-3.323211e-001
5.204131236266892e+000	-3.013370e-001
5.204944966944011e+000	-2.726011e-001
5.205752296387485e+000	-2.474688e-001
5.206587279393633e+000	-2.247626e-001
5.207407317686590e+000	-2.047912e-001
5.207617662714964e+000	-2.003164e-001
5.207892921304372e+000	-1.946971e-001
5.208068638715558e+000	-1.912738e-001
5.208244356126745e+000	-1.879817e-001
5.208420073537931e+000	-1.848209e-001
5.208595790949118e+000	-1.817914e-001
5.208771508360304e+000	-1.788931e-001
5.208947225771491e+000	-1.761260e-001
5.209122943182677e+000	-1.734902e-001
5.209997281474971e+000	-1.617116e-001
5.210997281474970e+000	-1.507627e-001
5.211997281474971e+000	-1.425418e-001
5.212997281474970e+000	-1.368925e-001
5.213997281474970e+000	-1.335986e-001
5.214997281474971e+000	-1.324861e-001
5.215997281474970e+000	-1.334229e-001
5.216997281474971e+000	-1.363175e-001
5.217997281474971e+000	-1.411186e-001
5.218997281474970e+000	-1.478143e-001
5.219997281474971e+000	-1.564320e-001
5.220997281474970e+000	-1.670383e-001
5.221997281474970e+000	-1.797402e-001
5.222997281474971e+000	-1.946858e-001
5.223997281474970e+000	-2.120361e-001
5.224953532040452e+000	-2.310505e-001
5.225818247928114e+000	-2.505456e-001
5.226653456172074e+000	-2.717066e-001
5.227482200028406e+000	-2.951527e-001
5.228301053988793e+000	-3.209422e-001
5.229115830855021e+000	-3.494537e-001
5.229925449502104e+000	-3.808822e-001
5.230732821765013e+000	-4.156078e-001
5.231538707183292e+000	-4.539731e-001
5.232345528346158e+000	-4.964513e-001
5.233155289742656e+000	-5.435658e-001
5.233971073085527e+000	-5.959876e-001
5.234796557152747e+000	-6.545407e-001
5.235636978387386e+000	-7.203123e-001
5.236499770969147e+000	-7.947823e-001
5.237396578462738e+000	-8.801313e-001
5.238347475607335e+000	-9.797844e-001
5.239339477392756e+000	-1.093666e+000
5.240287131366836e+000	-1.211854e+000
5.241249797993275e+000	-1.340681e+000
5.242227642413038e+000	-1.478580e+000
5.243052206952461e+000	-1.598694e+000
5.243763289034717e+000	-1.703489e+000
5.244436819724277e+000	-1.801804e+000
5.245102332103441e+000	-1.895839e+000
5.245815143963471e+000	-1.990780e+000
5.246483747646784e+000	-2.071677e+000
5.247188108766244e+000	-2.145135e+000
5.247909763452034e+000	-2.204703e+000
5.248689192837349e+000	-2.248413e+000
5.249423160203045e+000	-2.268362e+000
5.250022330387115e+000	-2.267454e+000
5.250506699781496e+000	-2.254004e+000
5.250957490906774e+000	-2.231048e+000
5.251394198820417e+000	-2.199703e+000
5.251816179696534e+000	-2.161231e+000
5.252223364223313e+000	-2.116652e+000
5.252655263611553e+000	-2.062107e+000
5.253049146286346e+000	-2.006350e+000
5.253439837362941e+000	-1.945733e+000
